"css-175oi2r href","css-9pa8cd src","css-175oi2r href 2","css-1jxf684","css-1jxf684 2","css-1jxf684 3","css-146c3p1 href","css-146c3p1","css-1jxf684 4","css-1jxf684 href","css-1jxf684 5","css-1jxf684 6","css-175oi2r href 4","css-1jxf684 7"
"https://x.com/JotemeDove","https://pbs.twimg.com/profile_images/1882712335912955904/12nrPeH8_bigger.png","https://x.com/JotemeDove","Joteme Alan Safi Walker","@JotemeDove","·","https://x.com/JotemeDove/status/1943346779845497351","Jul 10","","","Mperereye mukarere ka Ruhango. Phone number is: 0781078552","1","https://x.com/JotemeDove/status/1943346779845497351/analytics","20"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943347032225157621","Jul 10","Murakoze cyane!","","17","1","https://x.com/reg_rwanda/status/1943347032225157621/analytics",""
"https://x.com/JotemeDove","https://pbs.twimg.com/profile_images/1882712335912955904/12nrPeH8_bigger.png","https://x.com/JotemeDove","Joteme Alan Safi Walker","@JotemeDove","·","https://x.com/JotemeDove/status/1943343370979447190","Jul 10","","","Mumfashe","1","https://x.com/JotemeDove/status/1943343370979447190/analytics","25"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943345426481946712","Jul 10","Mwiriwe neza,
Mwatubwira aho muherereye mukaduha na nimero ya telefoni yanyu tukabafasha kubikurikirana. Murakoze","","29","1","https://x.com/reg_rwanda/status/1943345426481946712/analytics",""
"https://x.com/NiyonzimaPatr20","https://pbs.twimg.com/profile_images/1939395287514030080/zT8O1dp0_bigger.jpg","https://x.com/NiyonzimaPatr20","Niyonzima Patrick wa Rusizi","@NiyonzimaPatr20","·","https://x.com/NiyonzimaPatr20/status/1943317005106319569","Jul 10","@reg_rwanda","https://x.com/reg_rwanda","mwabaye iki komutagisubiza ufite ikibazo mwasimbuye","1","https://x.com/NiyonzimaPatr20/status/1943317005106319569/analytics","45"
"https://x.com/i/status/1943317005106319569","","","Show more replies","","","","","","","","","",""
"https://x.com/NiyonzimaPatr20","https://pbs.twimg.com/profile_images/1939395287514030080/zT8O1dp0_bigger.jpg","https://x.com/NiyonzimaPatr20","Niyonzima Patrick wa Rusizi","@NiyonzimaPatr20","·","https://x.com/NiyonzimaPatr20/status/1943319821023691256","Jul 10","","","Navuze UTI nibeshye ngura umuriro kuyindi cash power UTI mwebwe ntaburyo mugira bwogusubiza umukiriya wibeshye ? Mperereye Gasabo","1","https://x.com/NiyonzimaPatr20/status/1943319821023691256/analytics","33"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943320652326256882","Jul 10","Mwiriwe neza, 
Mwatugana ku ishami ryacu mubarizwamo   tukabafasha. Murakoze.","","33","1","https://x.com/reg_rwanda/status/1943320652326256882/analytics",""
"https://x.com/somawumveuzibe","https://pbs.twimg.com/profile_images/1729814096655028224/MAQkq35T_bigger.jpg","https://x.com/somawumveuzibe","it's a matter of time","@somawumveuzibe","·","https://x.com/somawumveuzibe/status/1943317860161314875","Jul 10","@RwandaInfra","https://x.com/RwandaInfra","service ni ntamakemwa..gusa ikibazo cya cashpower meter zo zarabuze cyane hashize igihe kinini...turi gukoresha izatatwanditsehoo... niba ntangaruka bizatugiraho ...","2","https://x.com/somawumveuzibe/status/1943317860161314875/analytics","194"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943319118884573598","Jul 10","Mwiriwe neza, 
Mwatubwira aho muherereye? Murakoze","","48","1","https://x.com/reg_rwanda/status/1943319118884573598/analytics",""
"https://x.com/HNKevin1","https://pbs.twimg.com/profile_images/1657016818827968513/dIzdSoSy_bigger.jpg","https://x.com/HNKevin1","HABINEZA Ntwali Kevin","@HNKevin1","·","https://x.com/HNKevin1/status/1943015391741067506","Jul 9","@reg_rwanda","https://x.com/reg_rwanda","Mwiriwe neza","1","https://x.com/HNKevin1/status/1943015391741067506/analytics","936"
"https://x.com/i/status/1943015391741067506","","","Show more replies","","","","","","","","","",""
"https://x.com/bavugarush43437","https://pbs.twimg.com/profile_images/1916551847797456896/yinHpN8E_bigger.jpg","https://x.com/bavugarush43437","Bavugarusha Joseph","@bavugarush43437","·","https://x.com/bavugarush43437/status/1943224751066931617","Jul 10","","","Natwe icyo kibazo cyumuriro muke,turagifite,hano mumirenge wa Muyumbu mukagali ka Nyarukombe umudugudu wa Gitaraga. Sa kuminebyiri 18h ntamuriro tubona.
Tel:0788592406","1","https://x.com/bavugarush43437/status/1943224751066931617/analytics","23"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943233274278515112","Jul 10","Mwaramutse neza?Reka tubikurikirane. Murakoze","","29","","https://x.com/reg_rwanda/status/1943233274278515112/analytics",""
"https://x.com/ndah37927","https://pbs.twimg.com/profile_images/1779045703253196800/CQ85lcXN_bigger.png","https://x.com/ndah37927","Ndahiriwe Desire","@ndah37927","·","https://x.com/ndah37927/status/1943209604655255764","Jul 10","@reg_rwanda","https://x.com/reg_rwanda","Mwaramutse","1","https://x.com/ndah37927/status/1943209604655255764/analytics","615"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943215808248783192","Jul 10","Mwaramutse neza? Reka tubikurikirane. Murakoze.","","591","","https://x.com/reg_rwanda/status/1943215808248783192/analytics",""
"https://x.com/fkagame1","https://pbs.twimg.com/profile_images/1742924584637366272/jrLIePWv_bigger.jpg","https://x.com/fkagame1","Kagame B. Frank","@fkagame1","·","https://x.com/fkagame1/status/1943014695524323723","Jul 9","@reg_rwanda","https://x.com/reg_rwanda","Dear","1","https://x.com/fkagame1/status/1943014695524323723/analytics","619"
"https://x.com/i/status/1943014695524323723","","","Show more replies","","","","","","","","","",""
"https://x.com/fkagame1","https://pbs.twimg.com/profile_images/1742924584637366272/jrLIePWv_bigger.jpg","https://x.com/fkagame1","Kagame B. Frank","@fkagame1","·","https://x.com/fkagame1/status/1943214412237606983","Jul 10","","","hello, spent the whole night without power and this is the issue keeps happening to my house only and your toll number was not being picked","1","https://x.com/fkagame1/status/1943214412237606983/analytics","16"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943215352344707460","Jul 10","Good Morning Frank, can you please share your location and your  phone number then we help you?Thank you.","","19","1","https://x.com/reg_rwanda/status/1943215352344707460/analytics",""
"https://x.com/MANZIBEugene1","https://pbs.twimg.com/profile_images/1771847439898537984/-JKAnngY_bigger.jpg","https://x.com/MANZIBEugene1","MANZI B Eugene","@MANZIBEugene1","·","https://x.com/MANZIBEugene1/status/1943190679703712125","Jul 10","@reg_rwanda","https://x.com/reg_rwanda","Mwaramutse neza","1","https://x.com/MANZIBEugene1/status/1943190679703712125/analytics","543"
"https://x.com/ndah37927","https://pbs.twimg.com/profile_images/1779045703253196800/CQ85lcXN_bigger.png","https://x.com/ndah37927","Ndahiriwe Desire","@ndah37927","·","https://x.com/ndah37927/status/1943209604655255764","Jul 10","@reg_rwanda","https://x.com/reg_rwanda","Mwaramutse","1","https://x.com/ndah37927/status/1943209604655255764/analytics","615"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943193222987329763","Jul 10","Murakoze reka tubikurikirane.","","499","2","https://x.com/reg_rwanda/status/1943193222987329763/analytics",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943069006044537193","Jul 10","Mwiriwe neza,
Mwatubwira aho muherereye? Murakoze","https://x.com/Lenard__G","22","","https://x.com/reg_rwanda/status/1943069006044537193/analytics",""
"https://x.com/Francis70421961","https://pbs.twimg.com/profile_images/1150174451226615809/Lxm3yHzX_bigger.jpg","https://x.com/Francis70421961","Francis Hakizimana","@Francis70421961","·","https://x.com/Francis70421961/status/1943026291424530849","Jul 9","@reg_rwanda","https://x.com/reg_rwanda","Mwiriwe neza? Abantu Dutuye Norvege igice kimwe dufite ikibazo cyumuriro ugenda buri munsi rwose mudufashe Business zacu zirimo kuhahombera.

Murakoze","1","https://x.com/Francis70421961/status/1943026291424530849/analytics","23"
"https://x.com/i/status/1943026291424530849","","","Show more replies","","","","","","","","","",""
"https://x.com/rebo_scott","https://pbs.twimg.com/profile_images/1379211648263720960/CyK4bbKP_bigger.jpg","https://x.com/rebo_scott","Rebo Scott","@rebo_scott","·","https://x.com/rebo_scott/status/1943033126017790412","Jul 9","","","Mwiriwe neza, mwatumenyera ikibazo cyabaye ko hashize 2hrs ntamuriro uhari hano kitabi (norvege)","1","https://x.com/rebo_scott/status/1943033126017790412/analytics","27"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943033221425344521","Jul 9","Mwiriwe neza, mwaduha nomero yanyu ya telefone tukabafasha kubikurikirana. Murakoze.","","21","","https://x.com/reg_rwanda/status/1943033221425344521/analytics",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942855679661728160","Jul 9","Rwanda Utilities Regulatory Authority - RURA","",": Muri iyi myaka 31, imiyoboro migari y'amashanyarazi yubatswe mu rwego rwo guhuza u Rwanda n’abaturanyi (Regional interconnectivity).","4","https://x.com/reg_rwanda/status/1942855679661728160/analytics","4.2K"
"https://x.com/ndah37927","https://pbs.twimg.com/profile_images/1779045703253196800/CQ85lcXN_bigger.png","https://x.com/ndah37927","Ndahiriwe Desire","@ndah37927","·","https://x.com/ndah37927/status/1943209604655255764","Jul 10","@reg_rwanda","https://x.com/reg_rwanda","Mwaramutse","1","https://x.com/ndah37927/status/1943209604655255764/analytics","615"
"https://x.com/UmuhozaIne3457","https://pbs.twimg.com/profile_images/1815405900187721728/n2cK1ASm_bigger.jpg","https://x.com/UmuhozaIne3457","Umuhoza Ines","@UmuhozaIne3457","·","https://x.com/UmuhozaIne3457/status/1943026791653822833","Jul 9","","","Hano I musanze ko twabuze umuriro","1","https://x.com/UmuhozaIne3457/status/1943026791653822833/analytics","44"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943030903778804165","Jul 9","Mwiriwe neza, mwavugisha abatekenisiye bacu kuri nimero 0788330030 bakaza kubikemura  Murakoze.","","48","","https://x.com/reg_rwanda/status/1943030903778804165/analytics",""
"https://x.com/DrEric78156205","https://pbs.twimg.com/profile_images/1790243164428574720/9brhaM8u_bigger.jpg","https://x.com/DrEric78156205","Nsanzumuhire Eric","@DrEric78156205","·","https://x.com/DrEric78156205/status/1943020307260072186","Jul 9","@reg_rwanda","https://x.com/reg_rwanda","Mwiriwe neza","1","https://x.com/DrEric78156205/status/1943020307260072186/analytics","449"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943022187440410840","Jul 9","Turabashimiye kutumenyesha icyo kibazo, kugira ngo tubashe kubafasha neza, mwaduha nimero yanyu mu gikari (inbox). Murakoze.","","415","","https://x.com/reg_rwanda/status/1943022187440410840/analytics",""
"https://x.com/Rurangirwa11","https://pbs.twimg.com/profile_images/1943018146937380864/t_NNgbiw_bigger.jpg","https://x.com/Rurangirwa11","Rurangirwa","@Rurangirwa11","·","https://x.com/Rurangirwa11/status/1942678749260202058","Jul 8","@reg_rwanda","https://x.com/reg_rwanda","","1","https://x.com/Rurangirwa11/status/1942678749260202058/analytics","18"
"https://x.com/i/status/1942678749260202058","","","Show more replies","","","","","","","","","",""
"https://x.com/Rurangirwa11","https://pbs.twimg.com/profile_images/1943018146937380864/t_NNgbiw_bigger.jpg","https://x.com/Rurangirwa11","Rurangirwa","@Rurangirwa11","·","https://x.com/Rurangirwa11/status/1943017716883034145","Jul 9","","","Why not look for the broader issue, as this seems to be a structured outage? In Cell Nyabugogo, Village Gakoni, Kigali Sector, there is a power outage every single day from 7 PM until late.
It is not an isolated case of me only....","1","https://x.com/Rurangirwa11/status/1943017716883034145/analytics","19"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943021803590553797","Jul 9","Good afternoon, we are working on resolving the issue. Please bear with us. Thank you.","","17","","https://x.com/reg_rwanda/status/1943021803590553797/analytics",""
"https://x.com/Rurangirwa11","https://pbs.twimg.com/profile_images/1943018146937380864/t_NNgbiw_bigger.jpg","https://x.com/Rurangirwa11","Rurangirwa","@Rurangirwa11","·","https://x.com/Rurangirwa11/status/1943012833903472995","Jul 9","","","What is wrong with you? Why is there a power outage every single day at 7 PM? What is happening? Karama, Norway / Gakoni Village","1","https://x.com/Rurangirwa11/status/1943012833903472995/analytics","22"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943013303564767286","Jul 9","Thank you for informing us about the issue. In order to assist you better, please send us your phone number in a private message (inbox). Thank you.","","15","1","https://x.com/reg_rwanda/status/1943013303564767286/analytics",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942507858391884242","Jul 8","#KigaliYacu","","Dufatanye gukumira inkongi z’umuriro twubakisha ibikoresho bifite ubuziranenge ndetse twirinda icyateza impanuka cyose!","1","https://x.com/reg_rwanda/status/1942507858391884242/analytics","1.7K"
"https://x.com/IshimweE18396","https://pbs.twimg.com/profile_images/1795662142701555712/fIdUs9jI_bigger.png","https://x.com/IshimweE18396","Ishimwe Elyse","@IshimweE18396","·","https://x.com/IshimweE18396/status/1943001940545212440","Jul 9","","","Niki umuntu yakora ngo bamubarurire cash power mugihe itabaruye kugirango abashe kugura umuriro","1","https://x.com/IshimweE18396/status/1943001940545212440/analytics","15"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943009199035662545","Jul 9","Mwiriwe neza,mwatubwira aho muherereye ndetse mukaduha na nimero ya  telefoni na cashpower yanyu kugira ngo tubikurikirane. Murakoze.","","24","3","https://x.com/reg_rwanda/status/1943009199035662545/analytics",""
"https://x.com/EricMasezerano","https://pbs.twimg.com/profile_images/1635576069532033024/laflmWQf_bigger.jpg","https://x.com/EricMasezerano","Masezerano Eric","@EricMasezerano","·","https://x.com/EricMasezerano/status/1942944881011253669","Jul 9","@reg_rwanda","https://x.com/reg_rwanda",", mwiriwe! cash power yajemo emoji irakaye none nta muriro dufite please help us, murakoze","1","https://x.com/EricMasezerano/status/1942944881011253669/analytics","23"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942979761967337683","Jul 9","Turabashimiye kutumenyesha icyo kibazo, kugira ngo tubashe kubafasha neza, mwaduha nimero yanyu,naho muherereye mu gikari (inbox). Murakoze","","24","1","https://x.com/reg_rwanda/status/1942979761967337683/analytics",""
"https://x.com/KayitankoreD","https://pbs.twimg.com/profile_images/1618314324816060431/qT7pnwFg_bigger.png","https://x.com/KayitankoreD","Kayitankore Dodos","@KayitankoreD","·","https://x.com/KayitankoreD/status/1942945855075459426","Jul 9","","","REG mwigaye. Ni gute abantu bamara amezi 2 batabona umuriro ni mugoroba kandi hashize amezi 2 mubibwiwe ( Kabeza- Kigali).Mufite ikibazo mwabimenyesha abantu aho guhora mubaha gahunda n’ibisubizo byo kwikiza abantu. Mwisuzume niba ibikoresho byarabuze.","1","https://x.com/KayitankoreD/status/1942945855075459426/analytics","39"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942979652785512790","Jul 9","Turabashimiye kutumenyesha icyo kibazo, kugira ngo tubashe kubafasha neza, mwaduha nimero yanyu mu gikari (inbox). Murakoze","","27","","https://x.com/reg_rwanda/status/1942979652785512790/analytics",""
"https://x.com/MaziMayuru","https://pbs.twimg.com/profile_images/1863454746922606592/RIG1cz8K_bigger.jpg","https://x.com/MaziMayuru","mayuru mazi","@MaziMayuru","·","https://x.com/MaziMayuru/status/1942979362325778483","Jul 9","@reg_rwanda","https://x.com/reg_rwanda","mwiriwe umurirp ko wabuze Musha Rwamagana kuvakare","1","https://x.com/MaziMayuru/status/1942979362325778483/analytics","14"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942979525840630047","Jul 9","Turabashimiye kutumenyesha icyo kibazo, kugira ngo tubashe kubafasha neza, mwaduha nimero yanyu mu gikari (inbox). Murakoze.","","17","1","https://x.com/reg_rwanda/status/1942979525840630047/analytics",""
"https://x.com/Ihorindengera1","https://pbs.twimg.com/profile_images/1925290423657889792/jaJuftNO_bigger.jpg","https://x.com/Ihorindengera1","Eline IHORINDENGERA","@Ihorindengera1","·","https://x.com/Ihorindengera1/status/1942913148140302653","Jul 9","@reg_rwanda","https://x.com/reg_rwanda","Rubavu - Nyamyumba, Rubona / Kabuyekera kuva ejo ntamuriro habaye iki babyeyi?","1","https://x.com/Ihorindengera1/status/1942913148140302653/analytics","58"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942936461193646110","Jul 9","The fault was fixed, if you don't have power yet, kindly share your phone number for help. Thank you","","27","1","https://x.com/reg_rwanda/status/1942936461193646110/analytics",""
"https://x.com/k1rumba","https://pbs.twimg.com/profile_images/1912209765926653953/AQxeoBYk_bigger.jpg","https://x.com/k1rumba","AfcDom","@k1rumba","·","https://x.com/k1rumba/status/1942892851462832154","Jul 9","@reg_rwanda","https://x.com/reg_rwanda","we’ve lost power at Gisozi","1","https://x.com/k1rumba/status/1942892851462832154/analytics","30"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942894030246883687","Jul 9","Hello, could you please contact 0788330012 or share with us your phone number for assistance? Thank you.","","41","","https://x.com/reg_rwanda/status/1942894030246883687/analytics",""
"https://x.com/NizeyimanaOliv7","https://pbs.twimg.com/profile_images/1617953387886088193/-wPYz3SG_bigger.jpg","https://x.com/NizeyimanaOliv7","M23","@NizeyimanaOliv7","·","https://x.com/NizeyimanaOliv7/status/1942861813638639625","Jul 9","","","Shango nihe ? Mumfashe","1","https://x.com/NizeyimanaOliv7/status/1942861813638639625/analytics","252"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942879407678353855","Jul 9","Ni mu karere ka Gasabo, mu murenge wa Nduba. Murakoze","","150","","https://x.com/reg_rwanda/status/1942879407678353855/analytics",""
"https://x.com/JacqMurego","https://pbs.twimg.com/profile_images/1604142613736603651/S8TRFTBb_bigger.jpg","https://x.com/JacqMurego","Hitayezu murego jacq","@JacqMurego","·","https://x.com/JacqMurego/status/1942876081209688404","Jul 9","@reg_rwanda","https://x.com/reg_rwanda","Mwaramutse neza","2","https://x.com/JacqMurego/status/1942876081209688404/analytics","352"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942879198068281496","Jul 9","Mwadufasha mukaduha nomero yanyu ya telefone mugikari. Murakoze.","","303","","https://x.com/reg_rwanda/status/1942879198068281496/analytics",""
"https://x.com/NIYONSENGA76589","https://pbs.twimg.com/profile_images/1635496093227032577/v85DOToG_bigger.png","https://x.com/NIYONSENGA76589","NIYONSENGA Giscard","@NIYONSENGA76589","·","https://x.com/NIYONSENGA76589/status/1942875396539564485","Jul 9","@reg_rwanda","https://x.com/reg_rwanda","Ubundi Muri burera niho nabonye abaturage bishakira ibisubizo","2","https://x.com/NIYONSENGA76589/status/1942875396539564485/analytics","1.2K"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942876835790106936","Jul 9","Mwaramutse, mwadufasha mukaduha nomero yanyu ya telefone bikatworohera kuhamenya. Murakoze.","","1.1K","1","https://x.com/reg_rwanda/status/1942876835790106936/analytics","3"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942876313611559410","Jul 9","Mwaramutse, reka tubikurikirane. Murakoze.","https://x.com/JacqMurego","31","","https://x.com/reg_rwanda/status/1942876313611559410/analytics",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1917475336985436300","Apr 30","@RURA_RWANDA","https://x.com/RURA_RWANDA","Wari uziko? 

Itariki yose waguriraho umuriro, hakurikizwa ibiciro (tariff) byashyizweho na","169","https://x.com/reg_rwanda/status/1917475336985436300/analytics","93K"
"https://x.com/Fasterp44","https://pbs.twimg.com/profile_images/1234263418766594049/rqAsr5rL_bigger.jpg","https://x.com/Fasterp44","Faster P Vlogs 𝐗","@Fasterp44","·","https://x.com/Fasterp44/status/1942852702574170169","Jul 9","@reg_rwanda","https://x.com/reg_rwanda","Rero ngewe sinumva ukuntu ngura umuriro kugiciro gitandukanye nibyanditse muri iri tangazo! Usibyeko ntanagura numuriro mwinshi","1","https://x.com/Fasterp44/status/1942852702574170169/analytics","38"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942855763069690135","Jul 9","Ntabwo bitandukanye kuko guhera tariki ya mbere uku kwezi kugeza ubu umaze kugura umuriro ungana na kWh 17.1 bivuze ngo mwarengeje kWh 15 murimo kugura umuriro kugiciro cya 212frw. Murakoze.","","35","","https://x.com/reg_rwanda/status/1942855763069690135/analytics",""
"https://x.com/josephniyontez2","https://pbs.twimg.com/profile_images/1659149588496777216/xGRTtwFE_bigger.jpg","https://x.com/josephniyontez2","joseph niyonteze","@josephniyontez2","·","https://x.com/josephniyontez2/status/1942817402846138424","Jul 9","","","Mwaramutse neza ikibazo nabazaga ese iyo cash power yakoreshwaga ikubiswe ninkuba bigenda gute ngumuntu yongere  kubon indi","1","https://x.com/josephniyontez2/status/1942817402846138424/analytics","35"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942820133300470179","Jul 9","Mwaramutse Joseph, mumenyesha ishami ryacu muherereyemo bakabafasha. Murakoze.","","56","","https://x.com/reg_rwanda/status/1942820133300470179/analytics",""
"https://x.com/UwitonzeAlphon2","https://pbs.twimg.com/profile_images/1619225444611489792/92dy_YOO_bigger.jpg","https://x.com/UwitonzeAlphon2","Uwitonze Alphonse","@UwitonzeAlphon2","·","https://x.com/UwitonzeAlphon2/status/1942803692979175766","Jul 9","@reg_rwanda","https://x.com/reg_rwanda","mudufashe icyumweru kirashize dufite icyo kibazo, ni mumurenge wa kanzenze, akarere ka rubavu iruhande rwinkambi ya Nkamira, numero ya cashpower ni :14520501959, ibaruye kuri:MUGOYIKAZI EUGENIE mwadusabira ubufasha kuko turi guhabwa service mbi","2","https://x.com/UwitonzeAlphon2/status/1942803692979175766/analytics","32"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942807162993988016","Jul 9","Mwaramutse neza,murakupa fusible zo munzu hanyuma murebe umuriro mufite muri cash power, mutegereze isaha fusible zigikupye hanyuma musubire kuri cash power murebe ko umuriro mwasizemo ariwo ukirimo nimusanga wagabanutseho ikibazo kiraba ari cash power nuba utagabanutse ikibazo","","19","","https://x.com/reg_rwanda/status/1942807162993988016/analytics",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942806616211857420","Jul 9","Mwaramutse neza,murakupa fusible zo munzu hanyuma murebe umuriro mufite muri cash power, mutegereze isaha fusible zigikupye hanyuma musubire kuri cash power murebe ko umuriro mwasizemo ariwo ukirimo nimusanga wagabanutseho ikibazo kiraba ari cash power nuba utagabanutse ikibazo","https://x.com/UwitonzeAlphon2","14","","https://x.com/reg_rwanda/status/1942806616211857420/analytics",""
"https://x.com/kagire","https://pbs.twimg.com/profile_images/1845089116175626252/QsEGZ5db_bigger.jpg","https://x.com/kagire","Edmund Kagire","@kagire","·","https://x.com/kagire/status/1942790952495767635","Jul 9","@reg_rwanda","https://x.com/reg_rwanda","Mwaramutse","1","https://x.com/kagire/status/1942790952495767635/analytics","1.1K"
